آئروژینوزا 33,33,33,33,33,33,33,33,33,33
دانشنامهٔ 1,1,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,2,2,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,3,3,30,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,39,39,4,4,40,40,41,41,42,42,43,43,44,44,45,45,46,46,47,47,48,48,49,49,5,5,50,50,51,51,52,52,53,53,54,54,55,55,56,56,57,57,58,58,59,59,6,6,60,60,7,7,8,8,9,9
دانشکده 25,25,25,27,53
دانشگاه 10,25,27,28,28,28,28,28,33,33,33,35,38,38,49,52,52,52,52,53,57,8,8
دانشگاهی 52,52
دانشی 25,25
دانمارک 36
دانند 60
دانه 57
داکوستا 13
داگلاس 50
دایر 25
دایره 39
دایرهٔ 28
دایمی 28,49
دترجنتهای 30
دتروسور 6
دتول 30,30
دجله 60,60,60
دخالت 28,28,30
دخانیات 28,38,9
دختر 11,18
دختران 16,31
دخیل 28,28,28
درآمد 16,28,35,49,50,53,53
درآمدن 21
درآمده 21,32
درآمدی 43,53
درآوردن 18,18
درآورده 18
دراثر 28
دراز 28,28,28,28,57,57,7
درازمدت 1
دراستان 56
دراین 28
دربار 27,27
درباره 46
دربارهٔ 1,1,1,10,10,11,11,11,11,11,12,12,12,13,13,14,14,15,15,15,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,18,19,2,2,20,20,21,21,21,21,21,22,23,23,23,23,24,24,24,24,24,25,25,25,26,26,26,26,26,27,27,27,28,28,28,28,29,3,30,31,31,31,32,33,33,33,34,34,34,35,35,35,36,36,37,38,38,39,39,4,40,40,40,41,41,42,42,43,43,43,43,44,44,45,46,47,47,47,48,48,49,49,49,5,50,50,50,50,50,50,51,52,52,52,52,53,53,53,53,54,54,54,54,55,55,55,56,56,57,57,57,57,57,57,57,58,58,58,58,59,59,6,6,6,60,7,7,7,7,8,8,8,8,9
درباریان 21
دربر 53
دربرابر 21
دربرگیرنده 28
دربرگیرندهٔ 18,49
درجات 44
درجاتی 28
درجای 12,12
درجه 17,18,28,28,30,30,35,53,56,56,56,56
درجهٔ 11,17,17,17,17,18,18,18
درحال 39,52
درخت 23,58,9
درختان 18,58,58,6
درختانی 57
درخشان 53,53
درخواست 28,39,52,53,53
درخواستی 18
دردناک 54
دردهای 28,32
دررساندن 20
درزگیری 17
درست 11,16,16,28,28,31,41,53,57,57,57,57
درسته 24
درستی 16,35,46
درسراسرجهان 28
درسی 14
درشت 32,58
درشکه 15
درصد 16,16,16,16,16,16,18,18,23,28,28,28,28,28,28,30,30,44,49,49,56,57,57,57,57,57,58
درصدد 27
درصدی 16,31
درصورتی 18
درمان 10,10,10,11,11,12,13,15,15,15,15,15,15,15,15,15,15,15,15,16,18,2,25,25,25,25,25,25,25,25,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,31,31,31,33,33,35,35,35,46,50,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,56,57,7,9,9,9,9,9
درمانهای 53
درمانگاه 53
درمانگر 28
درمانی 13,15,15,15,19,19,2,2,2,2,2,20,20,23,25,25,27,28,28,28,28,28,28,28,28,28,28,35,35,50,50,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,56,56,56,56,56,57
درنتیجه 27
درهم 56
درهنگام 18,18,18,18
دروس 25,53
درون 17,17,18,18,21,23,23,28,30,44,47,47,49,49,49,53,58,58,7,8
درونی 12,25,25
درونیِ 21
درپوش 18,34,34,34
درگذشتند 40
درگیر 12,28,28,28,28,28,28,42,53,53,53
دریا 18
دریابد 28
دریافت 16,16,16,23,28,28,28,28,31,31,4,52,53,53,53,57,8,8
دریافتند 28,28
دریافتی 16,16,16,28,35
دریایی 18,24,50,50,50,50,52,60
دریم 57
درین 42
دسامبر 1,14,15,17,2,28,28,30,31,32,38,43,44,53,54,55,56,6,60
دستاوردهای 35
دستخوش 53
دسترس 1,10,11,12,13,14,15,16,17,17,18,18,19,2,20,21,22,23,24,25,26,26,27,28,28,28,28,28,28,29,3,30,31,31,32,33,33,34,34,35,36,37,38,39,4,40,41,42,43,44,45,46,46,47,48,49,5,50,51,52,53,53,53,53,53,54,55,56,57,57,58,59,6,6,60,7,7,8,8,9,9
دسترسی 1,1,17,17,17,17,43,43,46,46,49,53,53,53,53,53,53,53,53,53,54,57,57,57,58
دستشویی 17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,22,6
دستمال 17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,26,26,26,26,34,34,34,34,6,6,6,6
دستمالِ 18,18
دستمالی 47
دستمزد 15,15,15
دستمزدهایشان 15
دسته 10,12,17,25,25,27,28,28,39,41,41,49,53,57,7,8,8
دستهٔ 27,41,57
دستور 25,25,27,28
دستورهای 15,15
دستيار 27
دستک 21
دستگاه 10,16,18,18,18,20,20,20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,28,30,35,35,39,42,44,44,44,44,44,47,51,51,52,53,53,53,53,53,57,57,58,58,6,7,7,7,7,7,7,7,7,9,9,9
دستگاهی 28
دستگیره 33
دستگیرهٔ 18
دستی 17,18,22,26,34,41,41,6
دستیار 25
دستیاران 25,25,52
دستیاری 25,27,27,53,53,53,53,53,53,53,53,53
دشوارتر 57
دشواری 57
دعوا 31
دعوت 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
دفاتر 35
دفاع 50,50,50,50,50
دفاعی 33,50
دفتر 14,43,44,50,50,53,8
دفع_مدفوع 26
دفعات 7
دقیق 28,28,33,52,53
دقیقاً 20,28
دقیقه 31,53
دقیقی 28
دلار 16,18,18,23,40,50,52,52,52,52,57
دلالتی 28
دلاویز 21
دلاک 21
دلایل 13,16,17,18,18,18,18,28,28,28,39,44,60,9,9,9
دلایلی 57
دلبستگی 13,13
دلتا 26
دلفی 49
دلپذیری 23
دلیل 10,16,16,16,17,17,17,18,20,20,23,23,28,28,28,28,28,28,28,28,28,28,31,31,31,31,32,33,35,39,39,39,39,44,53,56,56,56,56,57,57,57,57,58,58,6,60,9
دلیلی 57
دمای 17,17,18,18,18,18,18,18,21,30,30,33,36,56,56,56,56,56,56,58
دمایی 56,56
دموکرات 50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
دموگرافیک 50
دناتوره 30,30,30
دنبال 1,1,10,15,15,25,28,28,31,53,53,53,53,53,53,53,60,7,9,9
دندان 10,10,11,11,15,23,23,23,23,23,23,23,27,27,27,27,27,27,27,27,27,27,27,28,41,41,41,41,41,41,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,9,9,9,9,9,9
دندانسازی 27
دندانهای 46
دندانهایی 46
دندانپزشک 46,46,46,46,46
دندانپزشکان 23,46
دندانپزشکی 10,27,30,30,30,46,53,9
دندانی 2,23,23,23,23,23,27,27,41,46,46,46,46,46,46
دنیا 14,16,24,25,28,28,40,52,53,53,53,56,57,57,57
دنیای 53,53,53,56
دنینگر 23
دهان 10,10,10,10,10,10,10,10,10,10,10,11,12,12,14,14,15,15,15,20,23,23,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,41,41,41,41,41,41,41,46,46,53,53,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
دهانشویه 10,10,10,10,10,10,41,46,9,9
دهانه 14,30,36,47,57,57,57,57
دهانی 10,10,10,20,27,7,9
دهدولی 20
دهلیزی 35,35
دهند 15,20,28,7
دهنده 23,23,23,23,23,23,23,28,28,28,28,28,30,41,53
دهندهٔ 57
دهندگان 53
دهنه 56,56
دههٔ 18,18,60,60
دهید 10
دهیدراتاسیون 28
دهیم 28
دوباره 11,13,18,23,25,34,34,46,53,53,57,57,57,7,8
دوبارهٔ 18,18
دوتکه 54
دوران 11,11,13,13,15,15,15,15,15,15,15,15,15,21,21,21,31,31,31,31,31,31,31,34,34,34,42,44,47,53,53,53,53,53,53,53,53,53,53,53,53,53,57,57,6
دورانی 44,53
دورل 55,55
دوره 11,11,15,15,18,21,27,27,27,27,31,52,53,53,53,53,53,53,53,53,53,53,57,8
دورهٔ 11,11,11,18,18,18,27,28
دورژی 10
دوری 18,31,31,31
دوست 28,31
دوستان 13,31,31
دوسر 41
دوشاخه 44
دوشان 55,55
دوفاز 23
دوفطبی 13,13
دوقطبی 13,13
دولت 25,25,25,43,50,50,50,52,53,57,60,8
دولتی 11,18,25,50,50,52,53,53,57,58
دومنیکو 53
دومی 15
دومین 18,48,58,7
دوچرخه 31
دِلا 53
دپات 57
دپوی 58,58
دچار 10,10,10,13,13,16,16,17,17,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,31,33,33,35,35,43,44,51,52,53,53,54,57,60,7,7,8
دچارند 7
دکالوانس 10
دکتر 15,15,23,23,23,23,25,25,25,25,27,27,27,27,27,27,27,27,27,27,28,33,33,33,46,46,55,9
دکترا 35
دکترای 25,25,27,27,52,53
دکتری 35,53,53,53
دکربوکسیلاز 28,28
دکمه 58
دگرباش 43
دگرباشان 43,43
دگردیسی 20
دگرگون 28,58
دیابت 28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,31,44
دیابتش 28
دیابتی 28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,9,9
دیجیتالی 23,27,28,28,28,28,28,28,28,28,28,28,28,28,28,53,53,53,53,53,53,53,56,7,8,8,9
دیدرو 25
دیدنیِ 17
دیده 10,10,13,15,16,17,18,18,20,20,21,21,21,22,23,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,39,39,42,45
دیدپذیری 51
دیدگاه 15,22,49,52,53
دیدی 60
دیرباز 21,28
دیررس 10,28
دیرین 15
دیستال 28
دیسک 59,59
دیفرانسیل 15,15
دینامیکی 58
دیندارانی 31
دینی 11,38
دیوار 17,18,21,6
دیواره 18,33,33,46,46,46,57
دیوارهای 21
دیوارهٔ 7,7,7,7
دیولافوی 7
دیپلمه 52
دیگر 1,1,1,10,10,11,11,11,12,12,13,13,13,14,14,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,2,20,20,20,20,21,21,21,22,22,22,23,23,23,23,23,23,23,24,24,24,25,25,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,3,3,3,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,32,32,33,33,33,33,33,33,34,34,34,35,35,35,36,37,38,38,39,39,4,40,40,41,41,41,42,43,43,43,44,44,44,44,45,46,46,46,47,47,47,48,48,49,49,49,5,50,50,50,51,51,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,55,55,56,56,56,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,59,59,6,6,6,60,60,60,60,7,7,7,8,8,8,8,8,9,9,9,9
دیگران 11,13,14,18,19,25,28,31,31,31,45,51,60
دیگرِ 21
دیگری 1,12,15,16,17,18,18,21,23,24,25,28,28,28,28,28,28,28,28,28,28,28,30,31,34,41,42,46,52,53,53,57,57,58,9
دیگز 28
ذاتی 16
ذخیره 16,20,28,28,28,44,53,53,6,8
ذخیرهٔ 18
ذرات 1,1,57,60,9,9
ذهنی 13,13,13,13,13,13,13,13,13,16,3,43,43,54
ذکرنشده 13
رؤسای 15
رؤیا 53,60
رئیس 15,25,25,25,27,27,43,50,50,53
رابدوم 20,20
رابطه 13,28,28,28,28,31,38,38,38,49,53,53,57,57,57
رابطهٔ 57
رابین 46
راتمن 55
راجع 25,25
راجعه 28,53
راحت 1,17
راحتی 16,17,28,28,41,57,58,8
رادیو 60
رادیولوژی 25,53
رادیولوژیکی 1
رادیکال 36
رادیکالهای 30
رادیکالهیای 36
رادیکولوپاتی 28
رازی 15,15,15,25,53,53,53,53
راست 44,57
راستا 11,28
راستای 49,52
راسخ 18,28
راسل 15
راسماز 33
راندن 28
راهای 10
راهبردی 53
راهبری 53
راهرو 17,21
راهروهای 21
راهنمای 11,18,27,53,54
راهنمایی 32,46,46,46
راهکار 28
راهکارهای 28,42,9
راهی 28,53
رایانه 51
رایج 13,15,17,17,18,18,23,27,28,28,28,30,33,48,57,7,7
رایگان 15,49,49,49,57,57
ربات 8
رباتیک 8,8,8,8,8
رتبه 56
رتیل 20
رتینوپاتی 28,28,28
رجوع 8
رسانا 8
رساند 27
رساندن 20
رسانده 1,1
رسانی 25,6
رسانیدند 11
رستوران 56
رسمی 26,28,43,50,50,57
رسمیت 31,36,36
رسوایی 50
رسوبی 41
رسوم 21,24
رسومشان 24
رسید 25,43
رسیدن 28,31,31,31,31,32,40,41,47,5,53,53,53,53,53,53,53,57,60,7
رسیده 16,56
رسیدگی 11,31,31,49,53,53
رشته 15,15,15,15,25,25,25,25,25,25,25,27,27,27,27,35,35,35,35,35,41,46,52,53,53,53
رشدی 28,35,45,45,8
رضایت 53
رضویلر 33
رطوبت 17,23,23,30,57,58
رعایت 11,11,11,11,15,15,16,17,27,28,28,31,41,41,46,49,53,54,60,9,9,9,9,9,9
رفاه 11
رفتار 11,13,13,13,13,13,40,5,53
رفتارهای 57
رفتاری 13,13,16,35,35,57
رفتن 1,10,11,16,17,18,28,28,28,28,28,28,28,28,34,54,57,58,7,9
رفته 11,17,22,23,28,28,28,35,52,8,8,8,8,8
رفعِ 52
رفلکس 6,6
رفیع 49
رقابت 18
رندم 4
رنسانس 15,53
رنگارنگ 16
رنگدانه 33
رنگی 20
رنگین 20,20,21
رهاسازی 34
رهبران 57
رهبری 28,53,53
رهنمود 1
روابط 25,31,49,49,53,53,57,57
رواج 11,11,11,18,18,21,25
روان 11,11,11,13,13,13,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,52,52,53,7,7
روانشناختی 31
روانشناسانی 13
روانشناسی 53
روانه 28
روانپزشکی 13,28,52,52,53
روانی 11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,31,31,31,31,31,31,35,43,53,53
روبار 58
روباز 18,58
روبان 38,38
روبرو 53,9
روبروی 18,18
روتاویروس 7
روتین 28
روحانی 43
روحی 13,16,31
رودخانه 20,60
روده 17,26,57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9
رودهٔ 17,17,7,7
روزافزون 53
روزانه 16,16,18,28,28,28,31,31,31,46,49,49,9
روزمره 11,31,51,53
روزمرگی 31
روزن 21
روزنامه 43,46,46,49,49,52,53,56,58,9
روزه 53
روزهای 18,21,31,44
روزِ 21
روزپرواز 20
روزگار 23
روزی 25,31
روستا 13,17,17,18
روستانشینان 39
روستاهای 17,17
روستای 56,56
روستایی 15,27,53,56,57
روسپیان 57
روشن 15,21,21
روشنی 28,28
روشهای 2,2,2,2,28,36
روشی 36,8
روغن 28,54,57
روماتولوژی 53
رومیان 8
رونالد 53
روند 16,16,16,28,28,28,28,53,53,53,53,53,53,6,6
رونده 28
رونق 53
رونویسی 28,28,28,28,28,28,28,28,28
روپوستی 10
رویای 60
رویداد 13
رویدادهای 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
رویدادی 60,60
روینده 10
رویه 41,53
رویهٔ 60
رویکرد 13,2,53,53,53
رویکردهای 53,53,53
رژیم 10,10,16,18,24,24,24,28,28,28,28,9
رکتال 23
رکود 53
رکودی 10,10
ریاست 50,50,50
ریخت 22
ریخته 18,27,30
ریختگی 13,17
ریزبافت 30
ریزقالب 33,33
ریزمغذی 16
ریزگرد 60,60,60,60,60,60,60,60,60,60,60,60,60
ریزی 30
ریسک 2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,37,37,37,37,42,53
ریشه 12,13,15,22,22,22,22,25,25,27,27,35
ریشهٔ 17,17
ریموند 55
رینولد 58
ریوی 11,53
رییس 50
زائد 57,58,58,58
زائدات 58,58
زائدِ 26
زابل 25
زانتان 23
زانو 17,18,8,8,8
زانوهای 17
زانوی 17,21
زانویی 20
زاویهٔ 17,17,18
زاید 20,20,32
زایشگاه 35
زایمان 13,13,52,52,53,53
زایمانی 10
زاینده 58
زایی 12,23,60
زباله 19,58,58,58,58,58,58
زبان 1,1,1,10,10,10,10,11,11,13,13,13,15,15,15,15,16,16,16,17,17,17,17,17,18,18,18,18,18,18,18,2,2,22,22,22,23,23,23,28,28,30,30,30,30,31,34,34,34,34,34,34,34,35,35,4,4,41,41,41,43,43,44,44,44,45,45,50,50,50,51,51,52,52,52,53,53,55,55,55,57,57,57,59,59,59,59,60,60,8,8,8,8,8,8,9,9,9,9,9,9
زبانه 35
زبانی 9
زبری 41
زدایی 60
زدودن 32
زدگی 10,30
زراعی 56
زرتشت 25,25
زرتشتی 53
زردی 53
زرگر 27
زعفرانی 24
زغال 23
زغالی 49
زلزله 58
زمان 1,11,11,13,13,15,16,16,17,17,18,18,18,18,18,18,21,25,25,25,27,27,27,27,28,28,30,30,30,30,30,31,32,33,34,35,41,44,46,49,49,50,52,53,53,54,55,57,57,57,57,58,58,58,6,60,8,9
زمانی 15,18,18,18,27,28,28,30,31,31,31,31,32,34,49,50,50,50,53,53,53,54,7,9
زمانیِ 21
زمرهٔ 49
زمین 15,15,18,18,18,20,21,32,56,56,56,56,58,58,58,58,58,60
زمینه 13,23,25,28,28,28,35,46,52,52,52,53,53,53,53,53,53
زمینی 28,50,50,56,56,56,60
زناشویی 43
زنان 14,15,15,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,26,26,27,27,28,28,28,28,28,28,28,28,28,28,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,34,34,42,42,47,47,47,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,52,52,53,53,53,53,53,57,57,57,6,6,6,6,6,6,6
زنانه 18,21,21,21,21,21,21,21,31,54,54,56,57,57,57,57,57,57
زنانی 31,49,57
زنبور 20,20,20,28
زنجیر 34
زنجیره 16,30,33
زنده 28,28,30,33,40,42,9
زندگی 11,11,12,13,15,15,16,17,18,20,28,28,28,28,28,28,28,28,3,31,31,31,31,31,31,31,31,33,42,43,45,50,51,53,8
زندگیشان 60
زننده 51
زهرا 53,53
زوئه 18
زوال 13,31
زوجین 42,42,42
زوجینی 42,57
زودتر 16
زودرس 28,28,28,28,28,31,31
زودهنگام 53,9
زکریای 53,53
زیاد 14,15,16,23,23,23,25,27,28,28,28,28,28,28,28,28,30,30,34,41,44,49,53,53,54,58,9,9
زیادتر 14
زیاده 28
زیادی 11,13,16,16,17,17,18,18,18,18,21,22,27,28,28,28,28,28,28,28,31,43,49,51,51,53,53,53,53,54,58,7,8,8,8,9
زیان 11,11,16,40
زیبا 21,32
زیبای 21
زیبایی 18,18,27,31,32,51,8
زیتون 28
زیرا 14,17,17,17,17,18,18,18,18,21,33,46,57,57,57,60
زیردست 28
زیرزبانی 23
زیرزمین 27
زیرزمینی 11
زیرشاخی 10
زیرواحدهای 33
زیرپوستی 28,44,44,44
زیرگروه 28,53
زیرگروهی 28
زیرین 17,26
زیست 1,15,16,18,24,25,25,31,38,50,50,58
زیستی 53,53,53
سؤال 28
سئوس 53
سابتایپ 28
سابق 35
سابقه 15,28,28,28,28,28,28,28,42,42,53,53,53
ساجی 24
ساحلی 22,50,50,50,50
ساخاروف 55
ساخارین 23
ساخت 1,10,11,12,13,14,15,16,17,17,18,18,18,18,18,18,18,18,19,2,20,21,22,23,24,25,26,27,28,28,29,3,30,31,32,32,33,34,35,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,57,57,57,58,58,58,59,6,60,7,8,8,8,8,8,8,8,8,8,9
ساختار 21,21,21,28,53,56,57,58
ساختارهای 53
ساختاری 21
ساختمان 11,16,18,20,32,53
ساختمانی 17,27,32
ساختن 27,39,60
ساخته 11,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,21,21,21,21,22,23,23,28,32,6,6,8,8,8,8
ساختِ 18,21
ساختگی 13,8,8,8,8,8
ساداتی 30,49
ساده 10,11,12,13,16,20,20,20,20,20,20,20,20,20,28,30,31,31,31,31,31,53,58
سادگی 15,46,57
سازمان 1,10,11,11,12,13,14,15,16,16,17,18,19,2,20,21,22,23,24,25,25,25,25,25,25,25,25,25,25,26,27,28,28,28,28,29,3,30,31,32,33,33,34,35,36,36,36,37,38,39,4,4,40,41,42,43,44,45,46,47,47,48,49,5,50,50,50,50,51,52,52,52,53,53,53,53,53,53,53,53,53,53,54,55,56,57,57,57,57,57,57,58,59,6,60,7,8,9
سازماندهی 11
سازمانی 25
سازنده 16,28,57
سازندهٔ 18
سازندگان 57
سازه 32
سازوکار 18
سازوکارهای 28,53
سازگاری 13,35,35,35,8
سازی 1,19,32,32
ساشه 29,29
ساشهٔ 29
ساعات 9
ساعت 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,28,28,28,29,3,30,30,30,30,31,32,33,33,34,35,36,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
ساعته 28,44
سالاد 16
سالان 35
سالانه 16,52,57,57
سالانهٔ 16,16
سالخورده 3
سالخوردگان 52
سالخوردگی 16
سالم 10,10,11,11,28,28,28,28,28,31,31,31,31,57,58,58,58,7,8
سالمند 16,16,31
سالمندان 11,16,16,16,16,16,18,18,18,3,3,31,31,31,31,31,31,31,31,31,31,31,31,35,35,35
سالمندانی 54
سالمندی 31,31,31
سالن 21
ساله 17,27,53,53,54,56,57,60
سالهای 60,60,60
سالواتوره 15,52
سالِم 31
سالگی 16,16,28,28,28,40,45,50
سالیانه 28,35
سامانه 1,1,1,1,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,2,2,2,20,20,20,21,21,21,22,22,22,23,23,23,24,24,24,25,25,25,26,26,26,27,27,27,28,28,28,29,29,29,3,3,3,30,30,30,31,31,31,32,32,32,33,33,33,34,34,34,35,35,35,36,36,36,36,36,36,36,37,37,37,38,38,38,39,39,39,4,4,4,40,40,40,41,41,41,42,42,42,43,43,43,44,44,44,45,45,45,46,46,46,47,47,47,48,48,48,49,49,49,5,5,5,50,50,50,51,51,51,52,52,52,53,53,53,54,54,54,55,55,55,56,56,56,57,57,57,58,58,58,59,59,59,6,6,6,60,60,60,7,7,7,8,8,8,9,9,9
سامانهٔ 18,18,18,18,18,18,18
سانتا 53
سانتی 30,30
سانتیمتر 17,18,36,41,46
سانتیگراد 18,18
سانگی 23
ساپروفیت 33
ساکارز 33
ساکارید 33
ساکت 28
ساکن 3,3,3
ساکنان 28,3
ساکنین 13
سایبورگ 8
سایت 30,41,41,57,57,8,9
سایر 10,12,12,15,17,18,18,18,20,21,23,25,28,28,28,28,28,28,28,28,28,28,28,28,28,31,33,33,35,53,53,53,53,53,53,53,53,56,57,57,57
سایرین 56
سایز 28
سایزهای 57
ساینده 20,23,23,23
سایندگی 32
سبابه 46
سباتی 7
سباسه 10
سببِ 54
سبزی 31
سبزیجات 28,28,31,58,58,60,9
سبوس 28
سبکهای 28
سبکِ 17
سبکی 32
سترون 30,30,30,30,30
سترون_ 30
ستون 15,44,44,44
ستیزی 11
سختی 15,32
سخنرانی 50
سدیم 23,23,23,23,30,30,7
سرازیر 60
سراسر 18,18,24,25,28,28,5,60
سراسری 25,25,25,53
سراغ 57
سرانجام 23,25,59,60
سرانه 14
سرایت 11,21,57
سرباز 17,35
سربازان 50,50,50,50,50,57,8
سربازانی 35,8
سربسته 58
سربینه 21,21
سرتاسر 24,28,28
سرتاسری 18,52
سرخپوستان 28
سرخک 15,37
سردرد 32
سردردهای 32
سردرِ 21
سردرگم 18
سردمداری 31
سرریز 34
سرزمینی 50
سرسوزن 30
سرطان 14,14,14,31,31,53,53,57
سرطانی 14,14,14,33
سرعت 11,25,28,28,28,32,41,46
سرعین 56
سرمایه 49,49
سرنر 55
سرنوشت 28,28,28
سرنویس 16,16,28,28,28,49,49
سرنگ 30
سروان 25
سروانتس 53
سروکار 15,53,53,53
سرویس 11,11,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,21,21,21,23,23,26,26,34,34,34,34,49,6,6
سرپایی 17,17,18,18,18,18,18,18,18,18,26,26,34,34,53,6,6,6
سرپرستانِ 49
سرپوش 18
سرپوشیده 17,17,17,56
سرپوشیدهٔ 17
سرچشمه 16
سرچشمهٔ 60
سرکه 10,10
سرکوب 28,28,33,33,58
سرگرد 25
سرگرمی 8
سرگیجه 13,35
سریع 13,13,13,16,16,28,41,41,53,54,57,58,7
سریعاً 28
سریعتر 36
سریِ 18
سزالپینو 53
سزایی 11,35
